team,year,win,games_played,win_pct,points_scored,points_allowed,point_diff,rank,points
Tulsa,2018,3,12,0.25,289,355,-66,95,128.52
Tulsa,2019,4,12,0.3333333333333333,317,376,-59,85,135.07
Tulsa,2020,6,9,0.6666666666666666,244,194,50,97,137.25
Tulsa,2021,7,13,0.5384615384615384,343,346,-3,109,133.88
Tulsa,2022,5,12,0.4166666666666667,367,397,-30,112,138.25
Tulsa,2023,4,12,0.3333333333333333,281,406,-125,126,97.89
UAB,2017,8,13,0.6153846153846154,361,333,28,264,0.0
UAB,2018,11,14,0.7857142857142857,418,238,180,71,158.61
UAB,2019,9,14,0.6428571428571429,324,302,22,108,115.95
UAB,2020,6,9,0.6666666666666666,256,193,63,103,125.49
UAB,2021,9,13,0.6923076923076923,384,302,82,74,160.48
UAB,2022,7,13,0.5384615384615384,391,301,90,103,142.57
UAB,2023,4,12,0.3333333333333333,359,443,-84,116,123.44
UAlbany,2015,3,11,0.2727272727272727,165,315,-150,141,32.8
UAlbany,2016,7,11,0.6363636363636364,274,207,67,138,42.37
UAlbany,2017,4,11,0.3636363636363636,191,195,-4,268,-0.06
UAlbany,2018,3,11,0.2727272727272727,232,337,-105,198,25.3
UAlbany,2019,9,14,0.6428571428571429,439,357,82,204,20.4
UAlbany,2021,2,11,0.1818181818181818,208,288,-80,236,8.92
UAlbany,2023,11,15,0.7333333333333333,426,297,129,189,7.31
UC Davis,2015,2,11,0.1818181818181818,245,376,-131,193,8.98
UC Davis,2016,3,11,0.2727272727272727,310,408,-98,152,27.34
UC Davis,2017,5,11,0.4545454545454545,370,354,16,140,39.45
UC Davis,2018,10,13,0.7692307692307693,516,356,160,141,69.2
UC Davis,2019,5,12,0.4166666666666667,344,352,-8,157,54.27
UC Davis,2020,3,5,0.6,166,118,48,153,39.09
UC Davis,2021,8,12,0.6666666666666666,340,273,67,141,90.14
UC Davis,2022,6,11,0.5454545454545454,395,239,156,136,93.33
UC Davis,2023,7,11,0.6363636363636364,283,269,14,145,31.22
UCF,2015,0,12,0.0,167,452,-285,79,139.32
UCF,2016,6,13,0.4615384615384615,374,320,54,68,159.55
UCF,2017,13,13,1.0,627,329,298,71,160.78
UCF,2018,12,13,0.9230769230769232,562,295,267,65,162.22
UCF,2019,10,13,0.7692307692307693,564,299,265,55,178.34
UCF,2020,6,10,0.6,422,332,90,62,177.05
UCF,2021,9,13,0.6923076923076923,415,319,96,59,179.69
UCF,2022,9,14,0.6428571428571429,460,331,129,71,162.97
UCF,2023,6,13,0.4615384615384615,407,335,72,55,177.69
UCLA,2015,8,13,0.6153846153846154,419,338,81,7,276.33
UCLA,2016,4,12,0.3333333333333333,299,330,-31,18,239.74
UCLA,2017,6,13,0.4615384615384615,422,476,-54,12,269.68
UCLA,2018,3,12,0.25,288,409,-121,13,259.06
UCLA,2019,4,12,0.3333333333333333,320,417,-97,20,229.13
UCLA,2020,3,7,0.4285714285714285,248,215,33,19,237.77
UCLA,2021,8,12,0.6666666666666666,438,321,117,40,199.61
UCLA,2022,9,13,0.6923076923076923,510,377,133,32,208.42
UCLA,2023,8,13,0.6153846153846154,344,239,105,29,206.5
UConn,2015,6,13,0.4615384615384615,223,253,-30,62,160.61
UConn,2016,3,12,0.25,178,337,-159,110,98.31
UConn,2017,3,12,0.25,283,455,-172,99,120.89
UConn,2018,1,12,0.0833333333333333,266,605,-339,99,126.83
UConn,2019,2,12,0.1666666666666666,227,486,-259,101,121.64
UConn,2021,1,12,0.0833333333333333,187,462,-275,117,127.68
UConn,2022,6,13,0.4615384615384615,252,341,-89,118,134.27
UConn,2023,3,12,0.25,229,358,-129,115,125.11
UL Monroe,2015,2,13,0.1538461538461538,273,475,-202,126,77.32
UL Monroe,2016,4,12,0.3333333333333333,280,469,-189,126,84.48
UL Monroe,2017,4,12,0.3333333333333333,407,492,-85,108,116.67
UL Monroe,2018,6,12,0.5,319,381,-62,124,99.51
UL Monroe,2019,5,12,0.4166666666666667,379,464,-85,102,121.55
UL Monroe,2020,0,10,0.0,163,420,-257,118,116.57
UL Monroe,2021,4,12,0.3333333333333333,251,402,-151,128,119.38
UL Monroe,2022,4,12,0.3333333333333333,268,413,-145,120,132.3
UL Monroe,2023,2,12,0.1666666666666666,208,419,-211,113,127.64
UNLV,2015,3,12,0.25,343,404,-61,98,117.06
UNLV,2016,4,12,0.3333333333333333,379,441,-62,117,91.15
UNLV,2017,5,12,0.4166666666666667,346,381,-35,106,119.46
UNLV,2018,4,12,0.3333333333333333,345,447,-102,81,142.78
UNLV,2019,4,12,0.3333333333333333,290,396,-106,117,109.9
UNLV,2020,0,6,0.0,104,228,-124,99,131.08
UNLV,2021,2,12,0.1666666666666666,249,394,-145,100,139.57
UNLV,2022,5,12,0.4166666666666667,316,342,-26,77,160.84
UNLV,2023,9,14,0.6428571428571429,482,400,82,68,161.89
USC,2015,8,14,0.5714285714285714,475,360,115,13,256.44
USC,2016,10,13,0.7692307692307693,447,315,132,10,264.86
USC,2017,11,14,0.7857142857142857,456,366,90,2,310.88
USC,2018,5,12,0.4166666666666667,313,324,-11,10,273.71
USC,2019,8,13,0.6153846153846154,422,382,40,4,297.1
USC,2020,5,6,0.8333333333333334,200,156,44,4,291.2
USC,2021,4,12,0.3333333333333333,344,381,-37,20,243.51
USC,2022,11,14,0.7857142857142857,579,409,170,55,181.01
USC,2023,8,13,0.6153846153846154,544,447,97,8,280.72
UT Martin,2015,7,11,0.6363636363636364,390,370,20,194,8.82
UT Martin,2016,7,12,0.5833333333333334,387,288,99,206,10.84
UT Martin,2017,6,11,0.5454545454545454,216,157,59,139,39.72
UT Martin,2018,2,11,0.1818181818181818,318,378,-60,233,11.94
UT Martin,2019,7,12,0.5833333333333334,307,299,8,163,49.44
UT Martin,2020,3,7,0.4285714285714285,175,154,21,145,58.52
UT Martin,2021,10,13,0.7692307692307693,390,325,65,157,55.08
UT Martin,2022,7,11,0.6363636363636364,382,331,51,186,24.03
UTEP,2015,5,12,0.4166666666666667,248,395,-147,121,88.53
UTEP,2016,4,12,0.3333333333333333,316,419,-103,118,89.53
UTEP,2017,0,12,0.0,141,441,-300,128,73.03
UTEP,2018,1,12,0.0833333333333333,212,393,-181,125,99.39
UTEP,2019,1,12,0.0833333333333333,235,431,-196,133,85.51
UTEP,2020,3,8,0.375,184,248,-64,129,105.24
UTEP,2021,7,13,0.5384615384615384,326,328,-2,112,131.98
UTEP,2022,5,12,0.4166666666666667,293,324,-31,131,114.47
UTEP,2023,3,12,0.25,239,342,-103,134,60.62
UTSA,2015,3,12,0.25,271,405,-134,103,108.72
UTSA,2016,6,13,0.4615384615384615,379,363,16,127,81.73
UTSA,2017,6,11,0.5454545454545454,259,187,72,103,119.88
UTSA,2018,3,12,0.25,170,374,-204,103,120.32
UTSA,2019,4,12,0.3333333333333333,244,407,-163,75,151.48
UTSA,2020,7,12,0.5833333333333334,339,308,31,85,152.98
UTSA,2021,12,14,0.8571428571428571,516,345,171,96,142.31
UTSA,2022,11,14,0.7857142857142857,515,363,152,105,142.53
UTSA,2023,9,13,0.6923076923076923,415,313,102,78,154.8
Utah,2015,10,13,0.7692307692307693,398,290,108,47,181.27
Utah,2016,9,13,0.6923076923076923,388,311,77,66,160.67
Utah,2017,7,13,0.5384615384615384,384,301,83,45,183.38
Utah,2018,9,14,0.6428571428571429,393,272,121,37,200.66
Utah,2019,11,14,0.7857142857142857,452,210,242,33,205.78
Utah,2020,3,5,0.6,151,130,21,33,209.95
Utah,2021,10,14,0.7142857142857143,506,316,190,42,196.61
Utah,2022,10,14,0.7142857142857143,541,300,241,29,212.32
Utah,2023,8,13,0.6153846153846154,301,251,50,33,203.23
Utah State,2015,6,13,0.4615384615384615,377,347,30,109,105.41
Utah State,2016,3,12,0.25,287,352,-65,111,97.8
Utah State,2017,6,13,0.4615384615384615,392,350,42,96,124.56
Utah State,2018,11,13,0.8461538461538461,618,289,329,92,130.65
Utah State,2019,7,13,0.5384615384615384,380,399,-19,104,120.0
Utah State,2020,1,6,0.1666666666666666,93,211,-118,109,123.61
Utah State,2021,11,14,0.7857142857142857,456,342,114,90,149.92
Utah State,2022,6,13,0.4615384615384615,289,405,-116,117,134.5
Utah State,2023,6,13,0.4615384615384615,431,451,-20,135,55.32
VMI,2015,2,11,0.1818181818181818,254,385,-131,177,13.93
VMI,2016,3,11,0.2727272727272727,224,305,-81,301,-0.09
VMI,2018,1,11,0.0909090909090909,257,530,-273,206,20.11
VMI,2019,5,12,0.4166666666666667,370,453,-83,238,6.81
VMI,2020,6,8,0.75,234,174,60,227,7.98
VMI,2022,1,11,0.0909090909090909,177,399,-222,200,20.05
Valparaiso,2017,6,11,0.5454545454545454,330,313,17,214,10.32
Vanderbilt,2015,4,12,0.3333333333333333,182,252,-70,26,211.23
Vanderbilt,2016,6,13,0.4615384615384615,299,312,-13,46,183.05
Vanderbilt,2017,5,12,0.4166666666666667,295,376,-81,49,181.37
Vanderbilt,2018,6,13,0.4615384615384615,370,346,24,54,171.54
Vanderbilt,2019,3,12,0.25,198,381,-183,65,167.42
Vanderbilt,2020,0,9,0.0,133,336,-203,41,202.04
Vanderbilt,2021,2,12,0.1666666666666666,189,430,-241,56,182.42
Vanderbilt,2022,5,12,0.4166666666666667,295,432,-137,52,182.21
Vanderbilt,2023,2,12,0.1666666666666666,274,434,-160,49,184.46
Villanova,2015,6,11,0.5454545454545454,231,202,29,156,22.47
Villanova,2016,9,13,0.6923076923076923,317,195,122,202,11.66
Villanova,2017,5,11,0.4545454545454545,231,177,54,156,34.1
Villanova,2018,5,11,0.4545454545454545,275,257,18,186,30.97
Villanova,2019,9,13,0.6923076923076923,485,339,146,141,73.85
Villanova,2020,2,4,0.5,117,97,20,187,16.91
Villanova,2021,10,13,0.7692307692307693,391,217,174,189,30.97
Villanova,2022,6,11,0.5454545454545454,289,313,-24,145,69.37
Villanova,2023,10,13,0.7692307692307693,415,245,170,179,10.53
Virginia,2015,4,12,0.3333333333333333,309,386,-77,29,201.88
Virginia,2016,2,12,0.1666666666666666,270,405,-135,33,205.34
Virginia,2017,6,13,0.4615384615384615,293,369,-76,50,179.92
Virginia,2018,8,13,0.6153846153846154,370,261,109,63,164.95
Virginia,2019,9,14,0.6428571428571429,449,380,69,58,172.5
Virginia,2020,5,10,0.5,307,296,11,59,178.6
Virginia,2021,6,12,0.5,415,382,33,39,200.89
Virginia,2022,3,10,0.3,170,240,-70,48,185.57
Virginia,2023,3,12,0.25,279,405,-126,31,205.33
Virginia Tech,2015,7,13,0.5384615384615384,403,342,61,21,223.82
Virginia Tech,2016,10,14,0.7142857142857143,490,319,171,28,217.39
Virginia Tech,2017,9,13,0.6923076923076923,366,192,174,29,212.07
Virginia Tech,2018,6,13,0.4615384615384615,388,403,-15,42,190.06
Virginia Tech,2019,8,13,0.6153846153846154,401,321,80,26,217.74
Virginia Tech,2020,5,11,0.4545454545454545,342,353,-11,24,226.01
Virginia Tech,2021,6,13,0.4615384615384615,308,329,-21,26,224.01
Virginia Tech,2022,3,11,0.2727272727272727,212,272,-60,72,162.89
Virginia Tech,2023,7,13,0.5384615384615384,384,311,73,45,189.84
Wagner,2015,1,11,0.0909090909090909,157,397,-240,179,13.06
Wagner,2016,6,11,0.5454545454545454,287,232,55,283,-0.03
Wagner,2018,4,11,0.3636363636363636,308,437,-129,261,0.0
Wagner,2020,0,2,0.0,7,44,-37,238,4.97
Wake Forest,2015,3,12,0.25,209,295,-86,65,153.0
Wake Forest,2016,7,13,0.5384615384615384,265,288,-23,67,160.4
Wake Forest,2017,8,13,0.6153846153846154,459,368,91,51,176.85
Wake Forest,2018,7,13,0.5384615384615384,427,433,-6,57,169.4
Wake Forest,2019,8,13,0.6153846153846154,414,378,36,68,161.99
Wake Forest,2020,4,9,0.4444444444444444,324,295,29,64,176.31
Wake Forest,2021,11,14,0.7857142857142857,574,404,170,57,182.26
Wake Forest,2022,8,13,0.6153846153846154,469,368,101,60,173.82
Wake Forest,2023,4,12,0.3333333333333333,243,326,-83,66,165.75
Washington,2015,7,13,0.5384615384615384,398,244,154,18,234.2
Washington,2016,12,14,0.8571428571428571,585,248,337,38,198.52
Washington,2017,10,13,0.7692307692307693,471,209,262,26,215.83
Washington,2018,10,14,0.7142857142857143,369,229,140,29,209.87
Washington,2019,8,13,0.6153846153846154,416,252,164,22,224.74
Washington,2020,3,4,0.75,121,100,21,16,253.23
Washington,2021,4,12,0.3333333333333333,258,272,-14,15,259.19
Washington,2022,11,13,0.8461538461538461,516,336,180,16,252.35
Washington,2023,14,15,0.9333333333333332,540,372,168,35,201.78
Washington State,2015,9,13,0.6923076923076923,409,360,49,50,177.9
Washington State,2016,8,13,0.6153846153846154,496,343,153,53,176.62
Washington State,2017,9,13,0.6923076923076923,394,335,59,42,188.41
Washington State,2018,11,13,0.8461538461538461,488,303,185,56,169.74
Washington State,2019,6,13,0.4615384615384615,491,408,83,44,186.45
Washington State,2020,1,4,0.25,108,154,-46,46,194.84
Washington State,2021,7,13,0.5384615384615384,362,315,47,65,174.14
Washington State,2022,7,13,0.5384615384615384,339,298,41,56,179.28
Washington State,2023,5,12,0.4166666666666667,380,337,43,60,172.58
Weber State,2015,6,11,0.5454545454545454,247,270,-23,203,6.67
Weber State,2017,11,14,0.7857142857142857,472,246,226,151,35.75
Weber State,2018,10,13,0.7692307692307693,362,275,87,161,48.18
Weber State,2019,11,15,0.7333333333333333,417,312,105,149,64.24
Weber State,2020,5,6,0.8333333333333334,165,122,43,160,31.5
Weber State,2021,6,11,0.5454545454545454,344,215,129,171,39.26
West Virginia,2015,8,13,0.6153846153846154,442,320,122,30,201.03
West Virginia,2016,10,13,0.7692307692307693,405,312,93,39,194.85
West Virginia,2017,7,13,0.5384615384615384,449,409,40,35,198.02
West Virginia,2018,8,12,0.6666666666666666,483,326,157,39,194.45
West Virginia,2019,5,12,0.4166666666666667,247,346,-99,57,174.68
West Virginia,2020,6,10,0.6,265,205,60,35,208.32
West Virginia,2021,6,13,0.4615384615384615,328,310,18,48,191.83
West Virginia,2022,5,12,0.4166666666666667,367,395,-28,37,199.77
West Virginia,2023,9,13,0.6923076923076923,409,340,69,40,195.07
Western Carolina,2015,7,11,0.6363636363636364,301,304,-3,198,7.83
Western Carolina,2016,2,11,0.1818181818181818,265,396,-131,208,10.5
Western Carolina,2017,7,12,0.5833333333333334,389,325,64,137,43.67
Western Carolina,2018,3,11,0.2727272727272727,347,451,-104,162,47.73
Western Carolina,2019,3,12,0.25,217,465,-248,189,28.39
Western Carolina,2020,1,9,0.1111111111111111,147,359,-212,165,28.54
Western Carolina,2021,4,11,0.3636363636363636,356,454,-98,152,65.38
Western Carolina,2022,6,11,0.5454545454545454,351,351,0,177,29.45
Western Carolina,2023,7,11,0.6363636363636364,399,298,101,173,12.61
Western Illinois,2015,7,13,0.5384615384615384,327,386,-59,206,6.67
Western Illinois,2016,6,11,0.5454545454545454,319,346,-27,183,15.51
Western Illinois,2017,8,12,0.6666666666666666,410,266,144,169,28.88
Western Illinois,2018,5,11,0.4545454545454545,263,286,-23,234,11.29
Western Illinois,2019,1,12,0.0833333333333333,224,443,-219,176,36.02
Western Illinois,2020,1,6,0.1666666666666666,120,197,-77,186,16.91
Western Illinois,2022,0,11,0.0,150,426,-276,188,23.72
Western Kentucky,2015,12,14,0.8571428571428571,620,363,257,95,120.24
Western Kentucky,2016,11,14,0.7857142857142857,637,344,293,88,121.12
Western Kentucky,2017,6,13,0.4615384615384615,331,349,-18,111,115.65
Western Kentucky,2018,3,12,0.25,253,334,-81,101,124.1
Western Kentucky,2019,9,13,0.6923076923076923,330,261,69,82,138.03
Western Kentucky,2020,5,12,0.4166666666666667,228,304,-76,84,154.77
Western Kentucky,2021,9,14,0.6428571428571429,619,411,208,86,153.89
Western Kentucky,2022,9,14,0.6428571428571429,510,328,182,80,157.37
Western Kentucky,2023,8,13,0.6153846153846154,396,373,23,136,49.62
Western Michigan,2015,8,13,0.6153846153846154,468,368,100,108,106.64
Western Michigan,2016,13,14,0.9285714285714286,582,277,305,71,153.42
Western Michigan,2017,6,12,0.5,407,348,59,76,147.78
Western Michigan,2018,7,13,0.5384615384615384,416,449,-33,67,160.72
Western Michigan,2019,7,13,0.5384615384615384,430,337,93,89,129.94
Western Michigan,2020,4,6,0.6666666666666666,250,205,45,76,163.69
Western Michigan,2021,8,13,0.6153846153846154,422,367,55,92,148.7
Western Michigan,2022,5,12,0.4166666666666667,228,289,-61,86,153.11
Western Michigan,2023,4,12,0.3333333333333333,284,381,-97,97,139.11
William & Mary,2015,9,13,0.6923076923076923,402,295,107,182,11.99
William & Mary,2016,5,11,0.4545454545454545,243,259,-16,174,18.18
William & Mary,2017,2,11,0.1818181818181818,165,263,-98,157,33.75
William & Mary,2018,4,10,0.4,136,262,-126,191,27.71
William & Mary,2019,5,12,0.4166666666666667,303,338,-35,172,39.61
William & Mary,2020,1,3,0.3333333333333333,55,69,-14,208,11.15
William & Mary,2021,6,11,0.5454545454545454,245,243,2,221,15.95
William & Mary,2023,6,11,0.5454545454545454,239,204,35,168,13.3
Wisconsin,2015,10,13,0.7692307692307693,348,178,170,40,191.08
Wisconsin,2016,11,14,0.7857142857142857,397,218,179,32,205.44
Wisconsin,2017,13,14,0.9285714285714286,473,195,278,41,189.85
Wisconsin,2018,8,13,0.6153846153846154,386,294,92,35,202.85
Wisconsin,2019,10,14,0.7142857142857143,477,237,240,39,193.87
Wisconsin,2020,4,7,0.5714285714285714,176,122,54,45,195.04
Wisconsin,2021,9,13,0.6923076923076923,330,210,120,29,219.51
Wisconsin,2022,7,13,0.5384615384615384,342,263,79,25,225.54
Wisconsin,2023,7,13,0.5384615384615384,305,262,43,15,240.8
Wofford,2015,5,11,0.4545454545454545,284,305,-21,168,18.4
Wofford,2016,10,14,0.7142857142857143,375,239,136,154,26.57
Wofford,2017,10,13,0.7692307692307693,334,291,43,167,30.13
Wofford,2018,9,13,0.6923076923076923,385,247,138,164,46.72
Wofford,2019,8,12,0.6666666666666666,387,265,122,207,17.5
Wofford,2020,1,5,0.2,130,139,-9,217,8.91
Wofford,2021,1,11,0.0909090909090909,225,380,-155,190,30.95
Wofford,2022,3,11,0.2727272727272727,220,350,-130,203,19.41
Wofford,2023,2,11,0.1818181818181818,152,278,-126,193,5.8
Wyoming,2015,2,12,0.1666666666666666,228,408,-180,110,101.61
Wyoming,2016,8,14,0.5714285714285714,503,477,26,128,80.87
Wyoming,2017,8,13,0.6153846153846154,305,228,77,113,114.32
Wyoming,2018,6,12,0.5,248,264,-16,116,109.65
Wyoming,2019,8,13,0.6153846153846154,330,231,99,99,122.05
Wyoming,2020,2,6,0.3333333333333333,159,126,33,126,109.14
Wyoming,2021,7,13,0.5384615384615384,330,308,22,97,140.75
Wyoming,2022,7,13,0.5384615384615384,276,311,-35,113,138.13
Wyoming,2023,9,13,0.6923076923076923,329,290,39,110,130.41
Yale,2015,6,10,0.6,235,242,-7,129,70.19
Yale,2016,3,10,0.3,203,339,-136,104,103.87
Yale,2017,9,10,0.9,345,156,189,136,45.08
Yale,2018,5,10,0.5,295,285,10,122,102.29
Yale,2019,9,10,0.9,387,262,125,127,95.54
Yale,2021,5,10,0.5,299,247,52,134,110.17
Yale,2022,8,10,0.8,305,195,110,147,66.61
Yale,2023,7,10,0.7,299,199,100,133,61.37
Youngstown State,2015,5,11,0.4545454545454545,323,254,69,192,9.05
Youngstown State,2016,12,16,0.75,442,319,123,173,18.81
Youngstown State,2017,6,11,0.5454545454545454,327,210,117,183,21.21
Youngstown State,2018,4,11,0.3636363636363636,254,299,-45,166,46.34
Youngstown State,2019,6,12,0.5,365,321,44,199,24.07
Youngstown State,2020,1,7,0.1428571428571428,108,153,-45,174,25.11
Youngstown State,2021,3,10,0.3,247,354,-107,225,13.33
Youngstown State,2022,7,11,0.6363636363636364,314,279,35,183,27.25
