team,year,win,points_scored,points_allowed,games_played,win_pct,point_diff
Central Oklahoma,2023,5,297,294,11,0.45454545454545453,3
Central State (OH),2016,0,19,31,1,0.0,-12
Central State (OH),2017,1,40,35,1,1.0,5
Central State (OH),2018,0,45,49,1,0.0,-4
Central State (OH),2019,0,20,63,1,0.0,-43
Central State (OH),2021,1,110,379,10,0.1,-269
Central State (OH),2022,3,260,338,10,0.3,-78
Central State (OH),2023,5,210,287,10,0.5,-77
Central Washington,2018,0,13,58,1,0.0,-45
Central Washington,2019,0,31,41,1,0.0,-10
Central Washington,2020,0,3,59,1,0.0,-56
Central Washington,2021,8,490,249,11,0.7272727272727273,241
Central Washington,2022,6,260,189,10,0.6,71
Central Washington,2023,9,302,303,13,0.6923076923076923,-1
Centre College Kentucky,2020,2,126,80,4,0.5,46
Centre College Kentucky,2022,6,281,238,10,0.6,43
Centre College Kentucky,2023,6,292,248,10,0.6,44
Chadron St,2015,0,13,21,1,0.0,-8
Chadron St,2021,6,359,242,11,0.5454545454545454,117
Chadron St,2022,3,228,357,11,0.2727272727272727,-129
Chadron St,2023,5,267,326,11,0.45454545454545453,-59
Chapman,2022,7,386,247,10,0.7,139
Chapman,2023,6,258,182,11,0.5454545454545454,76
Charleston Southern,2015,10,368,282,13,0.7692307692307693,86
Charleston Southern,2016,7,363,244,11,0.6363636363636364,119
Charleston Southern,2017,6,250,218,11,0.5454545454545454,32
Charleston Southern,2018,5,233,259,11,0.45454545454545453,-26
Charleston Southern,2019,6,267,371,12,0.5,-104
Charleston Southern,2020,2,83,80,4,0.5,3
Charleston Southern,2021,4,245,289,10,0.4,-44
Charleston Southern,2022,2,207,327,10,0.2,-120
Charleston Southern,2023,4,176,321,11,0.36363636363636365,-145
Charlotte,2015,2,210,435,12,0.16666666666666666,-225
Charlotte,2016,4,302,415,12,0.3333333333333333,-113
Charlotte,2017,1,170,393,12,0.08333333333333333,-223
Charlotte,2018,5,260,319,12,0.4166666666666667,-59
Charlotte,2019,7,388,421,13,0.5384615384615384,-33
Charlotte,2020,2,162,195,6,0.3333333333333333,-33
Charlotte,2021,5,326,408,12,0.4166666666666667,-82
Charlotte,2022,3,293,473,12,0.25,-180
Charlotte,2023,3,210,343,12,0.25,-133
Chattanooga,2015,9,384,291,13,0.6923076923076923,93
Chattanooga,2016,9,445,255,13,0.6923076923076923,190
Chattanooga,2017,3,195,284,11,0.2727272727272727,-89
Chattanooga,2018,6,236,231,11,0.5454545454545454,5
Chattanooga,2019,6,315,360,12,0.5,-45
Chattanooga,2020,3,107,103,5,0.6,4
Chattanooga,2021,6,293,188,11,0.5454545454545454,105
Chattanooga,2022,7,320,227,11,0.6363636363636364,93
Chattanooga,2023,8,357,319,13,0.6153846153846154,38
Chicago,2022,7,366,101,9,0.7777777777777778,265
Chicago,2023,6,325,204,10,0.6,121
Chowan,2015,1,34,65,2,0.5,-31
Chowan,2016,0,14,47,1,0.0,-33
Chowan,2018,0,54,98,2,0.0,-44
Chowan,2021,7,385,226,10,0.7,159
Chowan,2022,6,193,179,9,0.6666666666666666,14
Chowan,2023,0,150,392,10,0.0,-242
Christopher Newport,2020,0,12,53,2,0.0,-41
Christopher Newport,2022,7,213,138,9,0.7777777777777778,75
Christopher Newport,2023,7,305,187,11,0.6363636363636364,118
Cincinnati,2015,7,440,405,13,0.5384615384615384,35
Cincinnati,2016,4,232,323,12,0.3333333333333333,-91
Cincinnati,2017,4,251,382,12,0.3333333333333333,-131
Cincinnati,2018,11,454,224,13,0.8461538461538461,230
Cincinnati,2019,11,415,288,14,0.7857142857142857,127
Cincinnati,2020,9,375,168,10,0.9,207
Cincinnati,2021,13,516,236,14,0.9285714285714286,280
Cincinnati,2022,9,380,268,13,0.6923076923076923,112
Cincinnati,2023,3,289,360,12,0.25,-71
Claremont-Mudd-Scripps College,2022,7,283,83,9,0.7777777777777778,200
Claremont-Mudd-Scripps College,2023,8,248,157,10,0.8,91
Clarion,2017,0,0,36,1,0.0,-36
Clarion,2021,0,148,462,10,0.0,-314
Clarion,2022,3,206,369,11,0.2727272727272727,-163
Clarion,2023,2,218,321,11,0.18181818181818182,-103
Clark Atlanta,2015,0,0,43,1,0.0,-43
Clark Atlanta,2016,0,0,56,1,0.0,-56
Clark Atlanta,2017,0,20,31,1,0.0,-11
Clark Atlanta,2018,0,13,70,1,0.0,-57
Clark Atlanta,2021,2,145,313,10,0.2,-168
Clark Atlanta,2022,3,228,338,10,0.3,-110
Clark Atlanta,2023,0,181,342,10,0.0,-161
Clemson,2015,14,577,325,15,0.9333333333333333,252
Clemson,2016,14,588,270,15,0.9333333333333333,318
Clemson,2017,12,466,190,14,0.8571428571428571,276
Clemson,2018,15,664,197,15,1.0,467
Clemson,2019,14,659,203,15,0.9333333333333333,456
Clemson,2020,10,522,242,12,0.8333333333333334,280
Clemson,2021,10,342,193,13,0.7692307692307693,149
Clemson,2022,11,465,292,14,0.7857142857142857,173
Clemson,2023,9,388,274,13,0.6923076923076923,114
Coast Guard,2022,3,265,297,10,0.3,-32
Coast Guard,2023,5,355,326,10,0.5,29
Coastal Carolina,2015,9,421,241,12,0.75,180
Coastal Carolina,2016,10,447,232,12,0.8333333333333334,215
Coastal Carolina,2017,3,284,408,12,0.25,-124
Coastal Carolina,2018,5,320,398,12,0.4166666666666667,-78
Coastal Carolina,2019,5,364,366,12,0.4166666666666667,-2
Coastal Carolina,2020,11,446,243,12,0.9166666666666666,203
Coastal Carolina,2021,11,532,281,13,0.8461538461538461,251
Coastal Carolina,2022,9,378,414,13,0.6923076923076923,-36
Coastal Carolina,2023,8,360,310,13,0.6153846153846154,50
Coe College,2020,0,13,17,1,0.0,-4
Coe College,2022,7,324,159,10,0.7,165
Coe College,2023,9,424,127,11,0.8181818181818182,297
Colby College,2022,4,156,181,9,0.4444444444444444,-25
Colby College,2023,3,146,251,9,0.3333333333333333,-105
Colgate,2015,9,356,401,14,0.6428571428571429,-45
Colgate,2016,5,311,234,10,0.5,77
Colgate,2017,7,305,192,11,0.6363636363636364,113
Colgate,2018,10,324,112,12,0.8333333333333334,212
Colgate,2019,4,178,324,12,0.3333333333333333,-146
Colgate,2020,0,18,64,2,0.0,-46
Colgate,2021,5,206,287,11,0.45454545454545453,-81
Colgate,2022,3,237,335,11,0.2727272727272727,-98
Colgate,2023,6,251,359,11,0.5454545454545454,-108
College Of New Jersey,2022,3,165,255,9,0.3333333333333333,-90
College Of New Jersey,2023,5,219,225,11,0.45454545454545453,-6
College of Idaho,2017,0,14,41,1,0.0,-27
College of Idaho,2018,0,14,63,1,0.0,-49
Colorado,2015,4,320,357,13,0.3076923076923077,-37
Colorado,2016,10,435,304,14,0.7142857142857143,131
Colorado,2017,5,317,338,12,0.4166666666666667,-21
Colorado,2018,5,325,327,12,0.4166666666666667,-2
Colorado,2019,5,282,382,12,0.4166666666666667,-100
Colorado,2020,4,171,190,6,0.6666666666666666,-19
Colorado,2021,4,225,320,12,0.3333333333333333,-95
Colorado,2022,1,185,534,12,0.08333333333333333,-349
Colorado,2023,4,338,418,12,0.3333333333333333,-80
Colorado Mesa,2021,8,337,156,10,0.8,181
Colorado Mesa,2022,4,360,327,10,0.4,33
Colorado Mesa,2023,6,306,327,11,0.5454545454545454,-21
Colorado School Of Mines,2021,12,541,206,14,0.8571428571428571,335
Colorado School Of Mines,2022,13,714,308,16,0.8125,406
Colorado School Of Mines,2023,14,698,195,15,0.9333333333333333,503
Colorado State,2015,7,385,354,13,0.5384615384615384,31
Colorado State,2016,7,459,395,13,0.5384615384615384,64
Colorado State,2017,7,434,361,13,0.5384615384615384,73
Colorado State,2018,3,274,441,12,0.25,-167
Colorado State,2019,4,337,374,12,0.3333333333333333,-37
Colorado State,2020,1,89,143,4,0.25,-54
Colorado State,2021,3,284,339,12,0.25,-55
Colorado State,2022,3,158,323,12,0.25,-165
Colorado State,2023,5,313,355,12,0.4166666666666667,-42
Columbia,2015,2,143,198,10,0.2,-55
Columbia,2016,3,185,247,10,0.3,-62
Columbia,2017,8,239,175,10,0.8,64
Columbia,2018,6,231,252,10,0.6,-21
Columbia,2019,3,193,286,10,0.3,-93
Columbia,2021,7,251,225,10,0.7,26
Columbia,2022,6,265,208,10,0.6,57
Columbia,2023,3,149,182,10,0.3,-33
Columbus State,2023,0,0,49,1,0.0,-49
Concord University,2020,1,52,14,1,1.0,38
Concord University,2021,4,208,263,10,0.4,-55
Concord University,2022,9,435,335,11,0.8181818181818182,100
Concord University,2023,1,191,445,11,0.09090909090909091,-254
Concordia Moorhead,2022,4,233,174,8,0.5,59
Concordia Moorhead,2023,5,333,257,10,0.5,76
Concordia University Chicago,2020,0,16,103,3,0.0,-87
Concordia University Chicago,2022,3,187,325,10,0.3,-138
Concordia University Chicago,2023,1,211,463,10,0.1,-252
Concordia University St Paul,2021,1,162,402,11,0.09090909090909091,-240
Concordia University St Paul,2022,1,158,360,11,0.09090909090909091,-202
Concordia University St Paul,2023,3,228,357,11,0.2727272727272727,-129
Concordia-Michigan,2016,0,0,38,1,0.0,-38
Concordia-Michigan,2022,0,14,24,1,0.0,-10
Concordia-Michigan,2023,1,24,23,1,1.0,1
Concordia-Wisconsin,2020,3,133,121,5,0.6,12
Concordia-Wisconsin,2022,8,276,228,10,0.8,48
Concordia-Wisconsin,2023,7,330,188,10,0.7,142
Cornell,2015,1,142,297,10,0.1,-155
Cornell,2016,4,230,310,10,0.4,-80
Cornell,2017,3,173,243,10,0.3,-70
Cornell,2018,3,191,297,10,0.3,-106
Cornell,2019,4,206,207,10,0.4,-1
Cornell,2021,2,201,289,10,0.2,-88
Cornell,2022,5,216,283,10,0.5,-67
Cornell,2023,3,182,241,10,0.3,-59
Cornell College (IA),2022,3,198,333,10,0.3,-135
Cornell College (IA),2023,6,282,355,10,0.6,-73
Cortland,2022,9,496,192,11,0.8181818181818182,304
Cortland,2023,14,693,296,15,0.9333333333333333,397
Crown College,2022,4,193,395,10,0.4,-202
Crown College,2023,1,194,362,9,0.1111111111111111,-168
Cumberland (TN),2016,0,16,23,1,0.0,-7
Cumberland (TN),2017,0,20,27,1,0.0,-7
Cumberland (TN),2018,0,0,55,1,0.0,-55
Curry College,2022,3,245,313,10,0.3,-68
Curry College,2023,3,189,326,10,0.3,-137
Dakota State University,2022,0,7,42,1,0.0,-35
Dakota State University,2023,0,6,31,1,0.0,-25
Dartmouth,2015,9,288,101,10,0.9,187
Dartmouth,2016,4,201,213,10,0.4,-12
Dartmouth,2017,8,274,200,10,0.8,74
Dartmouth,2018,9,340,120,10,0.9,220
Dartmouth,2019,9,333,124,10,0.9,209
Dartmouth,2021,9,306,147,10,0.9,159
Dartmouth,2022,3,201,205,10,0.3,-4
Dartmouth,2023,6,232,193,10,0.6,39
Davenport,2020,2,67,44,2,1.0,23
Davenport,2021,2,94,279,10,0.2,-185
Davenport,2022,8,336,322,11,0.7272727272727273,14
Davenport,2023,8,276,199,10,0.8,77
Davidson,2015,2,138,389,11,0.18181818181818182,-251
Davidson,2016,2,191,323,11,0.18181818181818182,-132
Davidson,2017,2,220,376,11,0.18181818181818182,-156
Davidson,2018,6,494,449,11,0.5454545454545454,45
Davidson,2019,8,420,248,12,0.6666666666666666,172
Davidson,2020,4,183,194,7,0.5714285714285714,-11
Davidson,2021,8,400,322,11,0.7272727272727273,78
Davidson,2022,8,383,292,12,0.6666666666666666,91
Davidson,2023,7,433,310,11,0.6363636363636364,123
Dayton,2015,10,296,229,12,0.8333333333333334,67
Dayton,2016,9,356,218,11,0.8181818181818182,138
Dayton,2017,5,238,217,11,0.45454545454545453,21
Dayton,2018,6,394,287,11,0.5454545454545454,107
Dayton,2019,8,468,382,11,0.7272727272727273,86
Dayton,2021,6,311,301,10,0.6,10
Dayton,2022,8,313,247,11,0.7272727272727273,66
Dayton,2023,4,264,267,11,0.36363636363636365,-3
Dean College,2022,1,258,383,10,0.1,-125
Dean College,2023,2,136,476,10,0.2,-340
Defiance College,2020,2,142,238,7,0.2857142857142857,-96
Defiance College,2022,3,238,422,10,0.3,-184
Defiance College,2023,4,320,375,10,0.4,-55
Delaware,2015,4,164,225,11,0.36363636363636365,-61
Delaware,2016,4,242,276,11,0.36363636363636365,-34
Delaware,2017,7,233,185,11,0.6363636363636364,48
Delaware,2018,7,293,258,12,0.5833333333333334,35
Delaware,2019,5,278,344,12,0.4166666666666667,-66
Delaware,2020,7,206,115,8,0.875,91
Delaware,2021,5,217,257,11,0.45454545454545453,-40
Delaware,2022,8,366,237,13,0.6153846153846154,129
Delaware,2023,9,411,312,13,0.6923076923076923,99
Delaware State,2015,1,158,380,11,0.09090909090909091,-222
Delaware State,2016,0,162,437,11,0.0,-275
Delaware State,2017,2,158,420,11,0.18181818181818182,-262
Delaware State,2018,3,184,369,11,0.2727272727272727,-185
Delaware State,2019,2,235,369,12,0.16666666666666666,-134
Delaware State,2020,2,105,120,5,0.4,-15
Delaware State,2021,5,258,278,11,0.45454545454545453,-20
Delaware State,2022,5,212,254,11,0.45454545454545453,-42
Delaware State,2023,1,198,412,11,0.09090909090909091,-214
Delaware Valley,2022,12,391,119,13,0.9230769230769231,272
Delaware Valley,2023,9,268,137,11,0.8181818181818182,131
Delta State,2021,5,283,326,11,0.45454545454545453,-43
Delta State,2022,11,535,300,13,0.8461538461538461,235
Delta State,2023,10,515,226,12,0.8333333333333334,289
Denison University,2020,1,38,37,1,1.0,1
Denison University,2022,8,373,215,10,0.8,158
Denison University,2023,7,344,227,10,0.7,117
Depauw,2020,2,76,28,2,1.0,48
Depauw,2021,0,24,49,1,0.0,-25
Depauw,2022,9,414,172,11,0.8181818181818182,242
Depauw,2023,10,463,171,11,0.9090909090909091,292
Dickinson (PA),2022,3,191,238,10,0.3,-47
Dickinson (PA),2023,6,248,251,10,0.6,-3
Dickinson State University,2022,0,2,17,1,0.0,-15
Dickinson State University,2023,1,24,21,1,1.0,3
Drake,2015,5,254,263,11,0.45454545454545453,-9
Drake,2016,7,310,311,11,0.6363636363636364,-1
Drake,2017,7,295,279,11,0.6363636363636364,16
Drake,2018,7,326,210,11,0.6363636363636364,116
Drake,2019,6,273,279,11,0.5454545454545454,-6
Drake,2020,2,91,64,5,0.4,27
Drake,2021,2,127,228,11,0.18181818181818182,-101
Drake,2022,3,194,309,11,0.2727272727272727,-115
Drake,2023,8,226,315,12,0.6666666666666666,-89
Dubuque,2020,1,17,13,1,1.0,4
Dubuque,2022,6,307,198,10,0.6,109
Dubuque,2023,5,311,254,10,0.5,57
Duke,2015,8,410,330,13,0.6153846153846154,80
Duke,2016,4,280,338,12,0.3333333333333333,-58
Duke,2017,7,345,263,13,0.5384615384615384,82
Duke,2018,8,382,356,13,0.6153846153846154,26
Duke,2019,5,303,350,12,0.4166666666666667,-47
Duke,2020,2,273,419,11,0.18181818181818182,-146
Duke,2021,3,274,477,12,0.25,-203
Duke,2022,9,427,287,13,0.6923076923076923,140
Duke,2023,8,350,247,13,0.6153846153846154,103
Duquesne,2015,8,368,231,12,0.6666666666666666,137
Duquesne,2016,8,343,273,11,0.7272727272727273,70
Duquesne,2017,7,354,262,11,0.6363636363636364,92
Duquesne,2018,9,380,363,13,0.6923076923076923,17
Duquesne,2019,6,245,260,11,0.5454545454545454,-15
Duquesne,2020,4,102,54,4,1.0,48
Duquesne,2021,7,295,229,10,0.7,66
Duquesne,2022,4,270,303,11,0.36363636363636365,-33
Duquesne,2023,7,325,361,12,0.5833333333333334,-36
ERSKINE,2020,1,105,219,6,0.16666666666666666,-114
ERSKINE,2021,3,248,400,11,0.2727272727272727,-152
ERSKINE,2022,2,175,356,11,0.18181818181818182,-181
ERSKINE,2023,0,119,425,11,0.0,-306
East Carolina,2015,5,329,312,12,0.4166666666666667,17
East Carolina,2016,3,324,433,12,0.25,-109
East Carolina,2017,3,299,540,12,0.25,-241
East Carolina,2018,3,273,448,12,0.25,-175
East Carolina,2019,4,321,404,12,0.3333333333333333,-83
East Carolina,2020,3,272,319,9,0.3333333333333333,-47
East Carolina,2021,7,356,315,12,0.5833333333333334,41
East Carolina,2022,8,423,353,13,0.6153846153846154,70
East Carolina,2023,2,208,269,12,0.16666666666666666,-61
East Central (OK),2020,1,21,14,1,1.0,7
East Central (OK),2021,7,292,306,11,0.6363636363636364,-14
East Central (OK),2022,8,306,206,11,0.7272727272727273,100
East Central (OK),2023,3,210,284,11,0.2727272727272727,-74
East Stroudsburg University,2019,1,24,14,1,1.0,10
East Stroudsburg University,2021,5,244,240,11,0.45454545454545453,4
East Stroudsburg University,2022,4,247,256,11,0.36363636363636365,-9
East Stroudsburg University,2023,9,388,280,12,0.75,108
East Tennessee State,2015,2,180,416,11,0.18181818181818182,-236
East Tennessee State,2016,5,174,308,11,0.45454545454545453,-134
East Tennessee State,2017,4,211,313,11,0.36363636363636365,-102
East Tennessee State,2018,8,312,317,12,0.6666666666666666,-5
East Tennessee State,2019,3,241,314,12,0.25,-73
East Tennessee State,2020,4,126,113,6,0.6666666666666666,13
East Tennessee State,2021,11,425,295,13,0.8461538461538461,130
East Tennessee State,2022,3,323,336,11,0.2727272727272727,-13
East Tennessee State,2023,3,200,350,11,0.2727272727272727,-150
East Texas A&M,2015,0,24,38,1,0.0,-14
East Texas A&M,2017,1,37,27,1,1.0,10
East Texas A&M,2021,7,330,151,11,0.6363636363636364,179
East Texas A&M,2022,5,304,219,11,0.45454545454545453,85
East Texas A&M,2023,2,160,323,11,0.18181818181818182,-163
East Texas Baptist University,2020,3,168,106,5,0.6,62
East Texas Baptist University,2022,5,211,228,10,0.5,-17
East Texas Baptist University,2023,5,201,258,10,0.5,-57
Eastern Illinois,2015,7,283,319,12,0.5833333333333334,-36
Eastern Illinois,2016,6,294,310,11,0.5454545454545454,-16
Eastern Illinois,2017,6,194,286,11,0.5454545454545454,-92
Eastern Illinois,2018,3,357,445,11,0.2727272727272727,-88
Eastern Illinois,2019,1,177,364,12,0.08333333333333333,-187
Eastern Illinois,2020,1,120,201,6,0.16666666666666666,-81
Eastern Illinois,2021,1,160,312,11,0.09090909090909091,-152
Eastern Illinois,2022,2,245,343,11,0.18181818181818182,-98
Eastern Illinois,2023,8,260,217,11,0.7272727272727273,43
Eastern Kentucky,2015,6,333,271,11,0.5454545454545454,62
Eastern Kentucky,2016,3,287,336,11,0.2727272727272727,-49
Eastern Kentucky,2017,4,228,292,11,0.36363636363636365,-64
Eastern Kentucky,2018,7,296,316,11,0.6363636363636364,-20
Eastern Kentucky,2019,7,335,264,12,0.5833333333333334,71
Eastern Kentucky,2020,3,217,299,9,0.3333333333333333,-82
Eastern Kentucky,2021,7,304,275,11,0.6363636363636364,29
Eastern Kentucky,2022,7,434,422,12,0.5833333333333334,12
Eastern Kentucky,2023,5,324,365,11,0.45454545454545453,-41
Eastern Michigan,2015,1,305,505,12,0.08333333333333333,-200
Eastern Michigan,2016,7,385,388,13,0.5384615384615384,-3
Eastern Michigan,2017,5,313,280,12,0.4166666666666667,33
Eastern Michigan,2018,7,351,287,13,0.5384615384615384,64
Eastern Michigan,2019,6,379,398,13,0.46153846153846156,-19
Eastern Michigan,2020,2,199,216,6,0.3333333333333333,-17
Eastern Michigan,2021,7,392,390,13,0.5384615384615384,2
Eastern Michigan,2022,9,387,370,13,0.6923076923076923,17
Eastern Michigan,2023,6,254,347,13,0.46153846153846156,-93
Eastern New Mexico,2021,3,264,377,10,0.3,-113
Eastern New Mexico,2022,3,208,346,11,0.2727272727272727,-138
Eastern New Mexico,2023,5,353,318,11,0.45454545454545453,35
Eastern Oregon,2015,0,20,41,1,0.0,-21
Eastern Oregon,2019,0,9,59,1,0.0,-50
Eastern Oregon,2022,0,7,33,1,0.0,-26
Eastern Oregon,2023,0,28,42,1,0.0,-14
Eastern University,2023,2,163,292,10,0.2,-129
Eastern Washington,2015,6,381,435,11,0.5454545454545454,-54
Eastern Washington,2016,12,593,371,14,0.8571428571428571,222
Eastern Washington,2017,7,379,367,11,0.6363636363636364,12
Eastern Washington,2018,12,647,340,15,0.8,307
Eastern Washington,2019,7,487,415,12,0.5833333333333334,72
Eastern Washington,2020,5,264,188,7,0.7142857142857143,76
Eastern Washington,2021,10,572,362,13,0.7692307692307693,210
Eastern Washington,2022,3,271,466,11,0.2727272727272727,-195
Eastern Washington,2023,4,355,397,11,0.36363636363636365,-42
Edinboro University,2021,4,206,243,10,0.4,-37
Edinboro University,2022,5,188,309,11,0.45454545454545453,-121
Edinboro University,2023,3,232,353,11,0.2727272727272727,-121
Edward Waters,2015,0,35,107,2,0.0,-72
Edward Waters,2016,0,7,41,1,0.0,-34
Edward Waters,2017,0,3,37,1,0.0,-34
Edward Waters,2018,0,12,52,1,0.0,-40
Edward Waters,2019,0,14,102,2,0.0,-88
Edward Waters,2020,1,26,125,3,0.3333333333333333,-99
Edward Waters,2021,3,233,324,10,0.3,-91
Edward Waters,2022,5,344,296,11,0.45454545454545453,48
Edward Waters,2023,6,293,315,10,0.6,-22
Elizabeth City State,2016,0,33,103,2,0.0,-70
Elizabeth City State,2019,0,14,110,2,0.0,-96
Elizabeth City State,2021,3,170,375,10,0.3,-205
Elizabeth City State,2022,2,126,310,9,0.2222222222222222,-184
Elizabeth City State,2023,3,183,220,10,0.3,-37
Elmhurst,2022,0,114,423,10,0.0,-309
Elmhurst,2023,2,116,459,10,0.2,-343
Elon,2015,4,147,273,11,0.36363636363636365,-126
Elon,2016,2,134,338,11,0.18181818181818182,-204
Elon,2017,8,256,298,12,0.6666666666666666,-42
Elon,2018,6,268,260,11,0.5454545454545454,8
Elon,2019,5,276,297,11,0.45454545454545453,-21
Elon,2020,1,104,185,6,0.16666666666666666,-81
Elon,2021,6,265,287,11,0.5454545454545454,-22
Elon,2022,8,309,256,12,0.6666666666666666,53
Elon,2023,6,272,264,11,0.5454545454545454,8
Emory & Henry College,2015,1,27,24,1,1.0,3
Emory & Henry College,2020,3,121,33,4,0.75,88
Emory & Henry College,2022,5,262,283,11,0.45454545454545453,-21
Emory & Henry College,2023,5,313,280,11,0.45454545454545453,33
Emporia State University,2021,6,344,302,11,0.5454545454545454,42
Emporia State University,2022,8,356,233,11,0.7272727272727273,123
Emporia State University,2023,8,433,304,11,0.7272727272727273,129
Endicott College,2022,10,350,82,11,0.9090909090909091,268
Endicott College,2023,9,379,107,11,0.8181818181818182,272
Eureka College,2020,2,130,149,5,0.4,-19
Eureka College,2022,2,180,362,10,0.2,-182
Eureka College,2023,4,247,326,10,0.4,-79
FDU-Florham,2022,6,195,174,10,0.6,21
FDU-Florham,2023,5,198,188,10,0.5,10
Fairmont State,2021,5,246,318,11,0.45454545454545453,-72
Fairmont State,2022,3,276,290,11,0.2727272727272727,-14
Fairmont State,2023,7,308,294,11,0.6363636363636364,14
Faulkner University,2022,0,0,70,1,0.0,-70
Fayetteville State,2016,0,3,26,1,0.0,-23
Fayetteville State,2021,8,303,125,10,0.8,178
Fayetteville State,2022,8,239,179,11,0.7272727272727273,60
Fayetteville State,2023,8,196,175,11,0.7272727272727273,21
Ferris State,2018,0,47,49,1,0.0,-2
